market,company,team,campaign_id,campaign_name,hero_product,product_line,objective,month,start_date,end_date,status,currency,budget,actual_spend,channel,media_platform,Retargeting,billing_type, billing_unit_cost , impressions , clicks ,  ctr  , views ,  vtr  ,  sessions  ,  conversions  ,  conversion_rate  , aov , reach , grp , frequency ,  revenue  ,  roas  
DE,Adidas,Digital Performance,adi_012025_007,New Year Running Performance Push,Adizero SL,Running,conversion,1,2025-01-10,2025-01-25,pause,EUR,"420,552","356,400",SOCIAL,Meta,Y,CPC,0.42,"3,860,000","40,200", 0.0104 ,,," 47,922 "," 1,941 ", 0.0405 , 93 ,,,," 180,182 ", 0.3 
DE,Adidas,Retail Marketing,adi_012025_008,Winter Clearance Digital Promo,General,General,conversion,1,2025-01-10,2025-01-12,pause,EUR,"420,552","356,400",EMAIL,Salesforce,,flat,20000,,"9,400",,,," 3,900 ", 435 , 0.1115 , 90 ,,,," 38,998 ", 5.2 
DE,Adidas,Retail Marketing,adi_012025_008,Winter Clearance Digital Promo,General,General,conversion,1,2025-01-10,2025-01-12,pause,EUR,"140,184","118,800",SOCIAL,Meta,Y,CPC,0.42,"970,000","11,000", 0.0113 ,,," 15,600 ", 260 , 0.0167 , 96 ,,,," 24,912 ", 4.3 
DE,Adidas,Retail Marketing,adi_012025_008,Winter Clearance Digital Promo,General,General,conversion,1,2025-01-10,2025-01-12,pause,EUR,"140,184","118,800",SOCIAL,Meta,,CPC,0.45,"660,000","7,120", 0.0108 ,,," 10,500 ", 175 , 0.0167 , 89 ,,,," 15,546 ", 3.6 
DE,Adidas,Brand Offline,adi_022025_009,Pre-Spring DOOH,General,General,consideration,2,2025-02-03,2025-02-23,completed,EUR,"310,500","310,500",OOH,JCDecaux,,CPM,18,"22,000,000",,,,, - , - ,,,"5,200,000",,1.6," 685,292 ", 2.2 
DE,Adidas,Brand Offline,CMP_022025_017,Pre-Spring OOH,General,General,consideration,2,2025-02-03,2025-02-23,completed,EUR,"310,500","310,500",OOH,Stroeer,,CPM,8,,,,,, - , - ,,,"6,800,000",,1.8," 670,823 ", 2.2 
DE,Adidas,Brand Offline,CMP_022025_016,Pre-Spring Brand Spot,General,General,consideration,2,2025-02-03,2025-02-23,completed,EUR,"310,500","310,500",DISPLAY,RTL,,CPM,25,,,,,, - , - ,,,"7,500,000",150,2.4," 776,163 ", 2.5 
DE,Adidas,CRM,adi_022025_005,CRM Activation,General,General,conversion,2,2025-02-01,2025-02-28,completed,EUR,"138,000","138,000",EMAIL,Salesforce,,CPC,0.28,,"12,500",,,," 4,100 ", 490 , 0.1195 , 97 ,,,," 47,331 ", 19.0 
DE,Adidas,CRM,adi_022025_005,CRM Activation,General,General,conversion,2,2025-02-01,2025-02-28,completed,EUR,"138,000","138,000",SOCIAL,Instagram,Y,CPC,0.74,"744,000","6,500", 0.0087 ,,," 14,750 ", 175 , 0.0119 , 89 ,,,," 15,658 ", 11.1 
DE,Adidas,CRM,adi_022025_005,CRM Activation,General,General,conversion,2,2025-02-01,2025-02-28,completed,EUR,"138,000","138,000",SOCIAL,Facebook,Y,CPC,0.5,"602,000","4,900", 0.0081 ,,," 10,500 ", 135 , 0.0129 , 95 ,,,," 12,770 ", 7.9 
DE,Adidas,Digital Brand,adi_022025_007,Lifestyle Social Video,General,General,awareness,2,2025-02-01,2025-02-28,completed,EUR,"172,500","172,500",SOCIAL,Instagram,,CPC,0.74,"1,860,000","17,600", 0.0095 ,,," 35,400 ", 305 , 0.0086 , 90 ,,,," 27,349 ", 0.2 
DE,Adidas,Digital Brand,adi_022025_014,Women Training Social Video,Adizero SL,Running,awareness,2,2025-02-01,2025-02-20,completed,EUR,"172,500","172,500",SOCIAL,Instagram,,CPC,0.74,"1,930,000","18,000", 0.0093 ,,," 36,750 ", 309 , 0.0084 , 91 ,,,," 28,229 ", 0.2 
DE,Adidas,Digital Brand,adi_022025_010,Pre-Spring Brand Push,General,General,awareness,2,2025-02-01,2025-02-28,completed,EUR,"172,500","172,500",SOCIAL,Instagram,,CPC,0.74,"1,760,000","16,500", 0.0094 ,,," 34,900 ", 293 , 0.0084 , 94 ,,,," 27,557 ", 0.1 
DE,Adidas,Digital Brand,adi_022025_007,Lifestyle Social Video,General,General,awareness,2,2025-02-01,2025-02-28,completed,EUR,"172,500","172,500",DISPLAY,YouTube,,CPV,0.06,"4,950,000","16,200", 0.0033 ,"3,120,000", 0.6303 ," 32,000 ", 240 , 0.0075 , 96 ,,,," 23,030 ", 0.1 
DE,Adidas,Digital Brand,adi_022025_007,Lifestyle Social Video,General,General,awareness,2,2025-02-01,2025-02-28,completed,EUR,"172,500","172,500",DISPLAY,TikTok,,CPC,0.4,"2,980,000","10,700", 0.0036 ,"2,250,000", 0.7550 ," 21,250 ", 173 , 0.0081 , 88 ,,,," 15,222 ", 0.1 
DE,Adidas,Digital Brand,adi_022025_014,Women Training Social Video,Adizero SL,Running,awareness,2,2025-02-01,2025-02-20,completed,EUR,"172,500","172,500",DISPLAY,YouTube,,CPV,0.05,"5,410,000","17,800", 0.0033 ,"3,180,000", 0.5878 ," 34,100 ", 258 , 0.0076 , 93 ,,,," 23,965 ", 0.1 
DE,Adidas,Digital Brand,adi_022025_014,Women Training Social Video,Adizero SL,Running,awareness,2,2025-02-01,2025-02-20,completed,EUR,"172,500","172,500",DISPLAY,TikTok,,CPC,0.4,"3,140,000","11,500", 0.0037 ,"2,400,000", 0.7643 ," 22,850 ", 185 , 0.0081 , 90 ,,,," 16,639 ", 0.1 
DE,Adidas,Digital Brand,adi_022025_010,Pre-Spring Brand Push,General,General,awareness,2,2025-02-01,2025-02-28,completed,EUR,"172,500","172,500",DISPLAY,YouTube,,CPV,0.07,"5,150,000","16,400", 0.0032 ,"2,920,000", 0.5670 ," 32,500 ", 248 , 0.0076 , 96 ,,,," 23,765 ", 0.1 
DE,Adidas,Digital Brand,adi_022025_010,Pre-Spring Brand Push,General,General,awareness,2,2025-02-01,2025-02-28,completed,EUR,"172,500","172,500",DISPLAY,TikTok,,CPC,0.4,"2,870,000","9,000", 0.0031 ,"2,100,000", 0.7317 ," 19,050 ", 151 , 0.0079 , 92 ,,,," 13,820 ", 0.1 
DE,Adidas,Digital Performance,adi_022025_013,Women Training Performance Push,Adizero SL,Running,conversion,2,2025-02-01,2025-02-20,completed,EUR,"232,875","232,875",DISPLAY,Criteo,Y,CPC,0.56,"1,600,000","14,000", 0.0088 ,,," 17,516 ", 411 , 0.0234 , 90 ,,,," 36,896 ", 0.1 
DE,Adidas,Digital Performance,adi_022025_006,Lifestyle Performance,General,General,conversion,2,2025-02-01,2025-02-20,completed,EUR,"232,875","232,875",DISPLAY,Criteo,Y,CPC,0.56,"1,720,000","14,800", 0.0086 ,,," 18,576 ", 430 , 0.0231 , 93 ,,,," 40,032 ", 0.1 
DE,Adidas,Digital Performance,adi_022025_001,Always-On Search,General,General,conversion,2,2025-02-01,2025-02-28,completed,EUR,"955,245","931,500",SEM,Google,,CPC,0.85,"8,220,000","1,095,882", 0.1333 ,,," 1,600,106 "," 67,198 ", 0.0420 , 92 ,,,," 6,170,835 ", 6.6 
DE,Adidas,Digital Performance,adi_022025_013,Women Training Performance Push,Adizero SL,Running,conversion,2,2025-02-01,2025-02-20,completed,EUR,"232,875","232,875",SOCIAL,Instagram,Y,CPC,0.74,"2,600,000","23,000", 0.0088 ,,," 26,858 ", 649 , 0.0242 , 94 ,,,," 60,932 ", 0.1 
DE,Adidas,Digital Performance,adi_022025_006,Lifestyle Performance,General,General,conversion,2,2025-02-01,2025-02-20,completed,EUR,"232,875","232,875",SOCIAL,Instagram,Y,CPC,0.74,"2,720,000","23,900", 0.0088 ,,," 29,565 ", 744 , 0.0252 , 92 ,,,," 68,075 ", 0.2 
DE,Adidas,Retail Marketing,CMP_022025_019,Valentine Promo,General,General,conversion,2,2025-02-07,2025-02-16,completed,EUR,"138,000","138,000",EMAIL,Salesforce,,CPC,0.32,,"9,480",,,," 8,080 ", 840 , 0.1040 , 95 ,,,," 80,204 ", 13.2 
DE,Adidas,Retail Marketing,CMP_022025_018,Pre-Spring Retail Promo,General,General,conversion,2,2025-02-01,2025-02-28,completed,EUR,"138,000","138,000",EMAIL,Salesforce,,CPC,0.3,,"9,480",,,," 8,080 ", 840 , 0.1040 , 96 ,,,," 80,837 ", 13.2 
DE,Adidas,Retail Marketing,CMP_022025_019,Valentine Promo,General,General,conversion,2,2025-02-07,2025-02-16,completed,EUR,"138,000","138,000",SOCIAL,Instagram,Y,CPC,0.74,"895,000","8,400", 0.0094 ,,," 38,200 ", 520 , 0.0136 , 89 ,,,," 46,048 ", 7.2 
DE,Adidas,Retail Marketing,CMP_022025_019,Valentine Promo,General,General,conversion,2,2025-02-07,2025-02-16,completed,EUR,"138,000","138,000",SOCIAL,Facebook,Y,CPC,0.5,"700,000","6,200", 0.0089 ,,," 30,900 ", 428 , 0.0139 , 92 ,,,," 39,342 ", 5.2 
DE,Adidas,Retail Marketing,CMP_022025_018,Pre-Spring Retail Promo,General,General,conversion,2,2025-02-01,2025-02-28,completed,EUR,"138,000","138,000",SOCIAL,Instagram,Y,CPC,0.74,"880,000","8,180", 0.0093 ,,," 36,000 ", 503 , 0.0140 , 87 ,,,," 44,007 ", 6.9 
DE,Adidas,Retail Marketing,CMP_022025_018,Pre-Spring Retail Promo,General,General,conversion,2,2025-02-01,2025-02-28,completed,EUR,"138,000","138,000",SOCIAL,Facebook,Y,CPC,0.5,"665,000","5,880", 0.0088 ,,," 29,600 ", 430 , 0.0145 , 94 ,,,," 40,219 ", 5.1 
DE,Adidas,Sports Marketing,adi_022025_008,Lifestyle Sports Uplift,General,General,consideration,2,2025-02-01,2025-02-28,completed,EUR,"207,000","207,000",DISPLAY,YouTube,,CPC,0.55,"2,450,000","15,800", 0.0064 ,"1,890,000", 0.7714 ," 37,900 ", 520 , 0.0137 , 89 ,,,," 46,539 ", 2.4 
DE,Adidas,Sports Marketing,adi_022025_011,Running Training Support,Adizero SL,Running,consideration,2,2025-02-01,2025-02-28,completed,EUR,"207,000","207,000",SOCIAL,Instagram,,CPC,0.74,"3,100,000","27,900", 0.0090 ,,," 45,200 ", 612 , 0.0135 , 92 ,,,," 56,312 ", 2.4 
DE,Adidas,Sports Marketing,adi_022025_015,Women Training Support,Adizero SL,Running,consideration,2,2025-02-01,2025-02-28,completed,EUR,"207,000","207,000",DISPLAY,YouTube,,CPV,0.05,"4,200,000","14,600", 0.0035 ,"3,100,000", 0.7381 ," 53,100 ", 478 , 0.0090 , 92 ,,,," 44,103 ", 2.3 
DE,Adidas,Brand Offline,adi_032025_008,Spring DOOH,General,General,consideration,3,2025-03-05,2025-03-29,completed,EUR,"729,973","729,973",OOH,JCDecaux,,CPM,18,"40,554,055",,,,,,,,,"8,110,811",,5," 4,204,555 ", 5.8 
DE,Adidas,Brand Offline,CMP_032025_016,Spring OOH,General,General,consideration,3,2025-03-05,2025-03-29,completed,EUR,"729,973","729,973",OOH,Stroeer,,CPM,8,"91,246,625",,,,,,,,,"18,249,325",,5," 4,204,555 ", 5.8 
DE,Adidas,Brand Offline,CMP_032025_014,Spring Brand Spot,General,General,consideration,3,2025-03-05,2025-03-29,completed,EUR,"729,973","729,973",DISPLAY,RTL,,CPM,25,"29,198,920",,,,,,,,,"5,839,784",380,5," 4,204,555 ", 5.8 
DE,Adidas,CRM,adi_032025_002,CRM Activation,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"143,003","143,003",EMAIL,Salesforce,,CPC,0.29,"4,931,137","493,113", 0.1000 ,,," 443,801 "," 23,541 ", 0.0530 , 93 ,,,," 2,182,115 ", 13.9 
DE,Adidas,CRM,adi_032025_002,CRM Activation,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"143,003","143,003",SOCIAL,Instagram,Y,CPC,0.74,"9,662,364","193,247", 0.0200 ,,," 173,922 "," 21,867 ", 0.1257 , 90 ,,,," 1,978,080 ", 13.0 
DE,Adidas,CRM,adi_032025_002,CRM Activation,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"143,003","143,003",SOCIAL,Facebook,Y,CPC,0.5,"14,300,300","286,006", 0.0200 ,,," 257,405 "," 20,188 ", 0.0784 , 91 ,,,," 1,841,092 ", 12.0 
DE,Adidas,Digital Brand,CMP_032025_015,Spring Collection Social Video,General,General,awareness,3,2025-03-01,2025-03-31,completed,EUR,"345,600","345,600",SOCIAL,Instagram,,CPC,0.74,"46,702,702","467,027", 0.0100 ,"16,695,939", 0.3575 ," 373,621 "," 12,196 ", 0.0326 , 95 ,,,," 1,155,031 ", 1.5 
DE,Adidas,Digital Brand,adi_032025_007,Running Social Video,Adizero SL,Running,awareness,3,2025-03-01,2025-03-25,completed,EUR,"259,200","259,200",SOCIAL,Instagram,,CPC,0.74,"35,027,027","350,270", 0.0100 ,"12,301,865", 0.3512 ," 280,216 "," 9,148 ", 0.0326 , 95 ,,,," 865,858 ", 1.5 
DE,Adidas,Digital Brand,adi_032025_003,Pre-Spring Brand Push,General,General,awareness,3,2025-03-01,2025-03-31,completed,EUR,"259,200","259,200",SOCIAL,Instagram,,CPC,0.74,"35,027,027","350,270", 0.0100 ,"12,685,832", 0.3622 ," 280,216 "," 9,148 ", 0.0326 , 93 ,,,," 852,912 ", 1.5 
DE,Adidas,Digital Brand,CMP_032025_015,Spring Collection Social Video,General,General,awareness,3,2025-03-01,2025-03-31,completed,EUR,"345,600","345,600",DISPLAY,YouTube,,CPV,0.06,"57,600,000","57,600", 0.0010 ,"19,553,099", 0.3395 ," 51,840 "," 12,196 ", 0.2353 , 92 ,,,," 1,127,252 ", 1.5 
DE,Adidas,Digital Brand,CMP_032025_015,Spring Collection Social Video,General,General,awareness,3,2025-03-01,2025-03-31,completed,EUR,"345,600","345,600",DISPLAY,TikTok,,CPC,0.4,"86,400,000","864,000", 0.0100 ,"29,737,147", 0.3442 ," 777,600 "," 12,196 ", 0.0157 , 94 ,,,," 1,145,764 ", 1.5 
DE,Adidas,Digital Brand,adi_032025_007,Running Social Video,Adizero SL,Running,awareness,3,2025-03-01,2025-03-25,completed,EUR,"259,200","259,200",DISPLAY,YouTube,,CPV,0.05,"51,840,000","51,840", 0.0010 ,"18,478,509", 0.3565 ," 46,656 "," 9,148 ", 0.1961 , 94 ,,,," 855,837 ", 1.5 
DE,Adidas,Digital Brand,adi_032025_007,Running Social Video,Adizero SL,Running,awareness,3,2025-03-01,2025-03-25,completed,EUR,"259,200","259,200",DISPLAY,TikTok,,CPC,0.4,"64,800,000","648,000", 0.0100 ,"22,873,605", 0.3530 ," 583,200 "," 9,148 ", 0.0157 , 95 ,,,," 868,083 ", 1.5 
DE,Adidas,Digital Brand,adi_032025_003,Pre-Spring Brand Push,General,General,awareness,3,2025-03-01,2025-03-31,completed,EUR,"259,200","259,200",DISPLAY,YouTube,,CPV,0.07,"37,028,571","37,028", 0.0010 ,"12,862,783", 0.3474 ," 33,325 "," 9,148 ", 0.2745 , 89 ,,,," 809,778 ", 1.5 
DE,Adidas,Digital Brand,adi_032025_003,Pre-Spring Brand Push,General,General,awareness,3,2025-03-01,2025-03-31,completed,EUR,"259,200","259,200",DISPLAY,TikTok,,CPC,0.4,"64,800,000","648,000", 0.0100 ,"23,161,854", 0.3574 ," 583,200 "," 9,148 ", 0.0157 , 95 ,,,," 869,646 ", 1.5 
DE,Adidas,Digital Performance,CMP_032025_013,Running Performance Push,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,EUR,"129,600","129,600",DISPLAY,Criteo,Y,CPC,0.56,"23,142,857","231,428", 0.0100 ,,," 270,900 "," 21,951 ", 0.0810 , 88 ,,,," 1,939,853 ", 14.4 
DE,Adidas,Digital Performance,CMP_032025_012,Lifestyle Performance,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"129,600","129,600",DISPLAY,Criteo,Y,CPC,0.56,"23,142,857","231,428", 0.0100 ,,," 289,041 "," 22,631 ", 0.0783 , 88 ,,,," 1,996,997 ", 14.8 
DE,Adidas,Digital Performance,adi_032025_001,Always-On Search,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"1,196,167","1,209,600",SEM,Google,,CPC,0.88,"27,490,909","1,374,545", 0.0500 ,,," 2,060,541 "," 80,666 ", 0.0391 , 95 ,,,," 7,649,116 ", 6.0 
DE,Adidas,Digital Performance,CMP_032025_013,Running Performance Push,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,EUR,"129,600","129,600",SOCIAL,Instagram,Y,CPC,0.74,"17,513,513","175,135", 0.0100 ,,," 213,348 "," 23,025 ", 0.1079 , 88 ,,,," 2,016,952 ", 15.1 
DE,Adidas,Digital Performance,CMP_032025_012,Lifestyle Performance,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"129,600","129,600",SOCIAL,Instagram,Y,CPC,0.74,"17,513,513","175,135", 0.0100 ,,," 201,246 "," 21,642 ", 0.1075 , 95 ,,,," 2,046,174 ", 14.2 
DE,Adidas,Retail Marketing,CMP_032025_017,Spring Retail Promo,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"238,338","238,338",EMAIL,Salesforce,,CPC,0.3,"79,446,000","794,460", 0.0100 ,,," 715,014 "," 14,019 ", 0.0196 , 91 ,,,," 1,273,884 ", 5.0 
DE,Adidas,Retail Marketing,adi_032025_006,Running Retail Promo,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,EUR,"95,335","95,335",EMAIL,Salesforce,,CPC,0.28,"34,048,214","340,482", 0.0100 ,,," 306,433 "," 5,607 ", 0.0183 , 95 ,,,," 535,417 ", 5.0 
DE,Adidas,Retail Marketing,CMP_032025_017,Spring Retail Promo,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"238,338","238,338",SOCIAL,Instagram,Y,CPC,0.74,"32,207,837","322,078", 0.0100 ,,," 289,870 "," 14,019 ", 0.0484 , 96 ,,,," 1,351,419 ", 5.0 
DE,Adidas,Retail Marketing,CMP_032025_017,Spring Retail Promo,General,General,conversion,3,2025-03-01,2025-03-31,completed,EUR,"238,338","238,338",SOCIAL,Facebook,Y,CPC,0.5,"47,667,600","476,676", 0.0100 ,,," 429,008 "," 14,019 ", 0.0327 , 94 ,,,," 1,322,779 ", 5.0 
DE,Adidas,Retail Marketing,adi_032025_006,Running Retail Promo,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,EUR,"95,335","95,335",SOCIAL,Instagram,Y,CPC,0.74,"12,883,108","128,831", 0.0100 ,,," 115,947 "," 5,607 ", 0.0484 , 91 ,,,," 507,866 ", 5.0 
DE,Adidas,Retail Marketing,adi_032025_006,Running Retail Promo,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,EUR,"95,335","95,335",SOCIAL,Facebook,Y,CPC,0.5,"19,067,000","190,670", 0.0100 ,,," 171,603 "," 5,607 ", 0.0327 , 89 ,,,," 496,543 ", 5.0 
DE,Adidas,Sports Marketing,CMP_032025_009,Champions League Activation Display,Adizero SL,Running,consideration,3,2025-03-15,2025-03-31,completed,EUR,"275,452","275,452",DISPLAY,YouTube,,CPC,0.55,"50,082,181","500,821", 0.0100 ,"25,041,090", 0.5000 ," 450,739 "," 3,240 ", 0.0072 , 93 ,,,," 300,979 ", 1.0 
DE,Adidas,Sports Marketing,CMP_032025_010,Champions League Activation Social,Adizero SL,Running,consideration,3,2025-03-15,2025-03-31,completed,EUR,"275,452","275,452",SOCIAL,Instagram,,CPC,0.74,"37,223,243","372,232", 0.0100 ,"18,611,621", 0.5000 ," 335,009 "," 3,240 ", 0.0097 , 89 ,,,," 289,320 ", 1.0 
DE,Adidas,Sports Marketing,CMP_032025_011,Champions League Activation Video,Adizero SL,Running,consideration,3,2025-03-15,2025-03-31,completed,EUR,"275,452","275,452",DISPLAY,YouTube,,CPV,0.05,"55,090,400","55,090", 0.0010 ,"5,509,040", 0.1000 ," 49,581 "," 3,240 ", 0.0653 , 90 ,,,," 290,312 ", 1.0 
DE,Adidas,Brand Offline,adi_042025_003,Outdoor DOOH,General,General,consideration,4,2025-04-05,2025-04-29,completed,EUR,"690,000","690,000",OOH,JCDecaux,,CPM,18,"38,333,333",,,,,,,,,"7,666,666",,5," 4,046,645 ", 5.9 
DE,Adidas,Brand Offline,adi_042025_004,Outdoor OOH,General,General,consideration,4,2025-04-05,2025-04-29,completed,EUR,"690,000","690,000",OOH,Stroeer,,CPM,8,"86,250,000",,,,,,,,,"17,250,000",,5," 4,046,645 ", 5.9 
DE,Adidas,Brand Offline,adi_042025_010,Spring Brand Spot,General,General,consideration,4,2025-04-05,2025-04-29,completed,EUR,"693,581","693,581",DISPLAY,RTL,,CPM,25,"27,743,240",,,,,,,,,"5,548,648",360,5," 4,046,645 ", 5.8 
DE,Adidas,CRM,adi_042025_002,CRM Spring Activation,General,General,conversion,4,2025-04-01,2025-04-30,completed,EUR,"90,270","90,270",EMAIL,Salesforce,,CPC,0.23,"3,924,782","392,478", 0.1000 ,,," 353,230 "," 22,700 ", 0.0643 , 96 ,,,," 2,181,832 ", 21.2 
DE,Adidas,CRM,adi_042025_002,CRM Spring Activation,General,General,conversion,4,2025-04-01,2025-04-30,completed,EUR,"90,270","90,270",SOCIAL,Instagram,Y,CPC,0.66,"6,838,636","136,772", 0.0200 ,,," 123,095 "," 14,876 ", 0.1208 , 96 ,,,," 1,421,315 ", 13.8 
DE,Adidas,CRM,adi_042025_002,CRM Spring Activation,General,General,conversion,4,2025-04-01,2025-04-30,completed,EUR,"90,270","90,270",SOCIAL,Facebook,Y,CPC,0.52,"8,679,807","173,596", 0.0200 ,,," 156,236 "," 12,607 ", 0.0807 , 92 ,,,," 1,161,002 ", 11.8 
DE,Adidas,Digital Brand,adi_042025_008,Running Social Video,Adizero SL,Running,awareness,4,2025-04-01,2025-04-30,completed,EUR,"327,240","327,240",SOCIAL,Instagram,,CPC,0.7,"46,748,571","467,485", 0.0100 ,"15,600,369", 0.3337 ," 373,988 "," 11,654 ", 0.0312 , 92 ,,,," 1,071,044 ", 1.5 
DE,Adidas,Digital Brand,CMP_042025_014,Terrex Outdoor Video,General,General,awareness,4,2025-04-01,2025-04-30,completed,EUR,"245,430","245,430",SOCIAL,Instagram,,CPC,0.75,"32,724,000","327,240", 0.0100 ,"11,142,522", 0.3405 ," 261,792 "," 8,766 ", 0.0335 , 93 ,,,," 819,034 ", 1.5 
DE,Adidas,Digital Brand,adi_042025_009,Spring Brand Film,General,General,awareness,4,2025-04-01,2025-04-30,completed,EUR,"245,430","245,430",SOCIAL,Instagram,,CPC,0.78,"31,465,384","314,653", 0.0100 ,"10,703,046", 0.3402 ," 251,722 "," 8,776 ", 0.0349 , 93 ,,,," 813,764 ", 1.5 
DE,Adidas,Digital Brand,adi_042025_008,Running Social Video,Adizero SL,Running,awareness,4,2025-04-01,2025-04-30,completed,EUR,"327,240","327,240",DISPLAY,YouTube,,CPC,0.45,"72,720,000","727,200", 0.0100 ,"25,281,672", 0.3477 ," 581,760 "," 11,654 ", 0.0200 , 92 ,,,," 1,076,859 ", 1.5 
DE,Adidas,Digital Brand,adi_042025_008,Running Social Video,Adizero SL,Running,awareness,4,2025-04-01,2025-04-30,completed,EUR,"327,240","327,240",DISPLAY,TikTok,,CPC,0.4,"81,810,000","818,100", 0.0100 ,"29,308,534", 0.3583 ," 736,290 "," 11,654 ", 0.0158 , 89 ,,,," 1,042,105 ", 1.5 
