market,company,team,campaign_id,campaign_name,hero_product,product_line,objective,month,start_date,end_date,status, budget_EUR , actual_spend_EUR ,channel,media_platform,Retargeting,billing_type, billing_unit_cost , impressions , clicks , ctr , views , vtr , sessions , conversions , conversion_rate , AOV , reach ,grp, frequency , dooh_impressions , revenue , roas 
DE,Adidas,Digital Brand,adi_022025_010,Pre-Spring Brand Push,Brand_Film_General,Brand,awareness,2,2025-02-01,2025-02-28,completed,"172,500","172,500",VIDEO,TikTok,,CPC,0.4,"2,870,000","9,000",0.003,"2,100,000",0.33,"38,100",302,0.0079,44, - ,0, - ,,"576,672",3.34
DE,Adidas,Digital Performance,adi_022025_013,Women Training Performance Push,Adizero SL,Running,conversion,2,2025-02-01,2025-02-20,completed,"232,875","232,875",DISPLAY,Criteo,Y,CPC,0.56,"1,600,000","14,000",0.009, - , - ,"51,200",600,0.0117,54, - ,0, - ,,"2,042,372",8.77
DE,Adidas,Digital Performance,adi_022025_006,Lifestyle Performance,Multi_Products,Multi_Products,conversion,2,2025-02-01,2025-02-20,completed,"232,875","232,875",DISPLAY,Criteo,Y,CPC,0.56,"1,720,000","14,800",0.009, - , - ,"53,800",622,0.0116,53, - ,0, - ,,"2,101,795",9.03
DE,Adidas,Digital Performance,adi_022025_001,Always-On Search,Multi_Products,Multi_Products,conversion,2,2025-02-01,2025-02-28,completed,"955,245","931,500",SEM,Google,Y,CPC,0.85,"8,220,000","415,500",0.051, - , - ,"267,000","15,000",0.0182,58, - ,0, - ,,"9,536,601",10.24
DE,Adidas,Digital Performance,adi_022025_013,Women Training Performance Push,Adizero SL,Running,conversion,2,2025-02-01,2025-02-20,completed,"232,875","232,875",SOCIAL,Instagram,Y,CPC,0.74,"2,600,000","23,000",0.009, - , - ,"91,000","1,100",0.0121,49, - ,0, - ,,"2,138,066",9.18
DE,Adidas,Digital Performance,adi_022025_006,Lifestyle Performance,Multi_Products,Multi_Products,conversion,2,2025-02-01,2025-02-20,completed,"232,875","232,875",SOCIAL,Instagram,Y,CPC,0.74,"2,720,000","23,900",0.009, - , - ,"93,800","1,180",0.0126,50, - ,0, - ,,"2,273,311",9.76
DE,Adidas,Retail Marketing,CMP_022025_019,Valentine Promo,Multi_Products,Multi_Products,conversion,2,2025-02-07,2025-02-16,completed,"138,000","138,000",EMAIL,Salesforce,Y,CPC,0.32, - ,"9,480",0.188, - , - ,"8,080",840,0.104,43, - ,0, - ,,"1,825,517",13.23
DE,Adidas,Retail Marketing,CMP_022025_018,Pre-Spring Retail Promo,Multi_Products,Multi_Products,conversion,2,2025-02-01,2025-02-28,completed,"138,000","138,000",EMAIL,Salesforce,Y,CPC,0.3, - ,"9,480",0.188, - , - ,"8,080",840,0.104,43, - ,0, - ,,"1,825,517",13.23
DE,Adidas,Retail Marketing,CMP_022025_019,Valentine Promo,Multi_Products,Multi_Products,conversion,2,2025-02-07,2025-02-16,completed,"138,000","138,000",SOCIAL,Instagram,Y,CPC,0.74,"895,000","8,400",0.009, - , - ,"38,200",520,0.0136,44, - ,0, - ,,"990,896",7.18
DE,Adidas,Retail Marketing,CMP_022025_019,Valentine Promo,Multi_Products,Multi_Products,conversion,2,2025-02-07,2025-02-16,completed,"138,000","138,000",SOCIAL,Facebook,Y,CPC,0.5,"700,000","6,200",0.009, - , - ,"30,900",428,0.0139,40, - ,0, - ,,"720,020",5.22
DE,Adidas,Retail Marketing,CMP_022025_018,Pre-Spring Retail Promo,Multi_Products,Multi_Products,conversion,2,2025-02-01,2025-02-28,completed,"138,000","138,000",SOCIAL,Instagram,Y,CPC,0.74,"880,000","8,180",0.009, - , - ,"36,000",503,0.014,45, - ,0, - ,,"955,011",6.92
DE,Adidas,Retail Marketing,CMP_022025_018,Pre-Spring Retail Promo,Multi_Products,Multi_Products,conversion,2,2025-02-01,2025-02-28,completed,"138,000","138,000",SOCIAL,Facebook,Y,CPC,0.5,"665,000","5,880",0.009, - , - ,"29,600",430,0.0145,41, - ,0, - ,,"709,602",5.14
DE,Adidas,Sports Marketing,adi_022025_008,Lifestyle Sports Uplift,Multi_Products,Multi_Products,consideration,2,2025-02-01,2025-02-28,completed,"207,000","207,000",DISPLAY,YouTube,,CPC,0.55,"2,450,000","15,800",0.006,"1,890,000",0.34,"37,900",520,0.0137,48, - ,0, - ,,"491,589",2.37
DE,Adidas,Sports Marketing,adi_022025_011,Running Training Support,Adizero SL,Running,consideration,2,2025-02-01,2025-02-28,completed,"207,000","207,000",SOCIAL,Instagram,,CPC,0.74,"3,100,000","27,900",0.009, - , - ,"45,200",612,0.0135,46, - ,0, - ,,"492,940",2.38
DE,Adidas,Sports Marketing,adi_022025_015,Women Training Support,Adizero SL,Running,consideration,2,2025-02-01,2025-02-28,completed,"207,000","207,000",VIDEO,YouTube,,CPV,0.05,"4,200,000","14,600",0.003,"3,100,000",0.37,"53,100",478,0.009,47, - ,0, - ,,"481,364",2.33
DE,Adidas,Brand Offline,adi_032025_008,Spring DOOH,Brand_Film_General,Brand,consideration,3,2025-03-05,2025-03-29,completed,"729,973","729,973",DOOH,JCDecaux,,CPM,18,"40,554,055", - , - , - , - , - , - , - , - ,"8,110,811",0,5,"40,554,055","4,204,555",5.76
DE,Adidas,Brand Offline,CMP_032025_016,Spring OOH,Brand_Film_General,Brand,consideration,3,2025-03-05,2025-03-29,completed,"729,973","729,973",OOH,Stroeer,,CPM,8,"91,246,625", - , - , - , - , - , - , - , - ,"18,249,325",0,5, - ,"4,204,555",5.76
DE,Adidas,Brand Offline,CMP_032025_014,Spring Brand Spot,Brand_Film_General,Brand,consideration,3,2025-03-05,2025-03-29,completed,"729,973","729,973",VIDEO,RTL,,CPM,25,"29,198,920", - , - , - , - , - , - , - , - ,"5,839,784",380,5, - ,"4,204,555",5.76
DE,Adidas,CRM,adi_032025_002,CRM Activation,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"143,003","143,003",EMAIL,Salesforce,Y,CPC,0.29,"4,931,137","493,113",10, - , - ,"443,801","23,541",4.77,85, - ,0, - , - ,"1,989,215",13.91
DE,Adidas,CRM,adi_032025_002,CRM Activation,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"143,003","143,003",SOCIAL,Instagram,Y,CPC,0.74,"9,662,364","193,247",2, - , - ,"173,922","21,867",11.32,85, - ,0, - , - ,"1,863,068",13.03
DE,Adidas,CRM,adi_032025_002,CRM Activation,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"143,003","143,003",SOCIAL,Facebook,Y,CPC,0.5,"14,300,300","286,006",2, - , - ,"257,405","20,188",7.06,85, - ,0, - , - ,"1,717,999",12.01
DE,Adidas,Digital Brand,CMP_032025_015,Spring Collection Social Video,Brand_Film_General,Brand,awareness,3,2025-03-01,2025-03-31,completed,"345,600","345,600",SOCIAL,Instagram,,CPC,0.74,"46,702,702","467,027",1,"23,351,351",50,"373,621","6,098",1.31,85, - ,0, - , - ,"518,330",1.5
DE,Adidas,Digital Brand,adi_032025_007,Running Social Video,Adizero SL,Running,awareness,3,2025-03-01,2025-03-25,completed,"259,200","259,200",SOCIAL,Instagram,,CPC,0.74,"35,027,027","350,270",1,"17,513,513",50,"280,216","4,574",1.31,85, - ,0, - , - ,"388,790",1.5
DE,Adidas,Digital Brand,adi_032025_003,Pre-Spring Brand Push,Brand_Film_General,Brand,awareness,3,2025-03-01,2025-03-31,completed,"259,200","259,200",SOCIAL,Instagram,,CPC,0.74,"35,027,027","350,270",1,"17,513,513",50,"280,216","4,574",1.31,85, - ,0, - , - ,"388,790",1.5
DE,Adidas,Digital Brand,CMP_032025_015,Spring Collection Social Video,Brand_Film_General,Brand,awareness,3,2025-03-01,2025-03-31,completed,"345,600","345,600",VIDEO,YouTube,,CPV,0.06,"57,600,000","57,600",0.1,"5,760,000",10,"51,840","6,098",10.59,85, - ,0, - , - ,"518,330",1.5
DE,Adidas,Digital Brand,CMP_032025_015,Spring Collection Social Video,Brand_Film_General,Brand,awareness,3,2025-03-01,2025-03-31,completed,"345,600","345,600",VIDEO,TikTok,,CPC,0.4,"86,400,000","864,000",1,"43,200,000",50,"777,600","6,098",0.71,85, - ,0, - , - ,"518,330",1.5
DE,Adidas,Digital Brand,adi_032025_007,Running Social Video,Adizero SL,Running,awareness,3,2025-03-01,2025-03-25,completed,"259,200","259,200",VIDEO,YouTube,,CPV,0.05,"51,840,000","51,840",0.1,"5,184,000",10,"46,656","4,574",8.82,85, - ,0, - , - ,"388,790",1.5
DE,Adidas,Digital Brand,adi_032025_007,Running Social Video,Adizero SL,Running,awareness,3,2025-03-01,2025-03-25,completed,"259,200","259,200",VIDEO,TikTok,,CPC,0.4,"64,800,000","648,000",1,"32,400,000",50,"583,200","4,574",0.71,85, - ,0, - , - ,"388,790",1.5
DE,Adidas,Digital Brand,adi_032025_003,Pre-Spring Brand Push,Brand_Film_General,Brand,awareness,3,2025-03-01,2025-03-31,completed,"259,200","259,200",VIDEO,YouTube,,CPV,0.07,"37,028,571","37,028",0.1,"3,702,857",10,"33,325","4,574",12.35,85, - ,0, - , - ,"388,790",1.5
DE,Adidas,Digital Brand,adi_032025_003,Pre-Spring Brand Push,Brand_Film_General,Brand,awareness,3,2025-03-01,2025-03-31,completed,"259,200","259,200",VIDEO,TikTok,,CPC,0.4,"64,800,000","648,000",1,"32,400,000",50,"583,200","4,574",0.71,85, - ,0, - , - ,"388,790",1.5
DE,Adidas,Digital Performance,CMP_032025_013,Running Performance Push,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,"129,600","129,600",DISPLAY,Criteo,Y,CPC,0.56,"23,142,857","231,428",1, - , - ,"208,285","9,148",3.95,85, - ,0, - , - ,"777,580",6
DE,Adidas,Digital Performance,CMP_032025_012,Lifestyle Performance,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"129,600","129,600",DISPLAY,Criteo,Y,CPC,0.56,"23,142,857","231,428",1, - , - ,"208,285","9,148",3.95,85, - ,0, - , - ,"777,580",6
DE,Adidas,Digital Performance,adi_032025_001,Always-On Search,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"1,196,167","1,209,600",SEM,Google,Y,CPC,0.88,"27,490,909","1,374,545",5, - , - ,"1,237,090","113,844",8.28,85, - ,0, - , - ,"9,676,740",8
DE,Adidas,Digital Performance,CMP_032025_013,Running Performance Push,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,"129,600","129,600",SOCIAL,Instagram,Y,CPC,0.74,"17,513,513","175,135",1, - , - ,"157,621","9,148",5.22,85, - ,0, - , - ,"777,580",6
DE,Adidas,Digital Performance,CMP_032025_012,Lifestyle Performance,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"129,600","129,600",SOCIAL,Instagram,Y,CPC,0.74,"17,513,513","175,135",1, - , - ,"157,621","9,148",5.22,85, - ,0, - , - ,"777,580",6
DE,Adidas,Retail Marketing,CMP_032025_017,Spring Retail Promo,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"238,338","238,338",EMAIL,Salesforce,Y,CPC,0.3,"79,446,000","794,460",1, - , - ,"715,014","14,019",1.76,85, - ,0, - , - ,"1,191,630",5
DE,Adidas,Retail Marketing,adi_032025_006,Running Retail Promo,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,"95,335","95,335",EMAIL,Salesforce,Y,CPC,0.28,"34,048,214","340,482",1, - , - ,"306,433","5,607",1.65,85, - ,0, - , - ,"476,615",5
DE,Adidas,Retail Marketing,CMP_032025_017,Spring Retail Promo,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"238,338","238,338",SOCIAL,Instagram,Y,CPC,0.74,"32,207,837","322,078",1, - , - ,"289,870","14,019",4.35,85, - ,0, - , - ,"1,191,630",5
DE,Adidas,Retail Marketing,CMP_032025_017,Spring Retail Promo,Multi_Products,Multi_Products,conversion,3,2025-03-01,2025-03-31,completed,"238,338","238,338",SOCIAL,Facebook,Y,CPC,0.5,"47,667,600","476,676",1, - , - ,"429,008","14,019",2.94,85, - ,0, - , - ,"1,191,630",5
DE,Adidas,Retail Marketing,adi_032025_006,Running Retail Promo,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,"95,335","95,335",SOCIAL,Instagram,Y,CPC,0.74,"12,883,108","128,831",1, - , - ,"115,947","5,607",4.35,85, - ,0, - , - ,"476,615",5
DE,Adidas,Retail Marketing,adi_032025_006,Running Retail Promo,Adizero SL,Running,conversion,3,2025-03-01,2025-03-31,completed,"95,335","95,335",SOCIAL,Facebook,Y,CPC,0.5,"19,067,000","190,670",1, - , - ,"171,603","5,607",2.94,85, - ,0, - , - ,"476,615",5
DE,Adidas,Sports Marketing,CMP_032025_009,Champions League Activation Display,Adizero SL,Running,consideration,3,2025-03-15,2025-03-31,completed,"275,452","275,452",DISPLAY,YouTube,,CPC,0.55,"50,082,181","500,821",1,"25,041,090",50,"450,739","3,240",0.65,85, - ,0, - , - ,"275,452",1
DE,Adidas,Sports Marketing,CMP_032025_010,Champions League Activation Social,Adizero SL,Running,consideration,3,2025-03-15,2025-03-31,completed,"275,452","275,452",SOCIAL,Instagram,,CPC,0.74,"37,223,243","372,232",1,"18,611,621",50,"335,009","3,240",0.87,85, - ,0, - , - ,"275,452",1
DE,Adidas,Sports Marketing,CMP_032025_011,Champions League Activation Video,Adizero SL,Running,consideration,3,2025-03-15,2025-03-31,completed,"275,452","275,452",VIDEO,YouTube,,CPV,0.05,"55,090,400","55,090",0.1,"5,509,040",10,"49,581","3,240",5.88,85, - ,0, - , - ,"275,452",1
DE,Adidas,Brand Offline,adi_042025_003,Outdoor DOOH,Brand_Film_General,Brand,consideration,4,2025-04-05,2025-04-29,completed,"690,000","690,000",DOOH,JCDecaux,,CPM,18,"38,333,333", - , - , - , - , - , - , - , - ,"7,666,666",0,5,"38,333,333","4,046,645",5.86
DE,Adidas,Brand Offline,adi_042025_004,Outdoor OOH,Brand_Film_General,Brand,consideration,4,2025-04-05,2025-04-29,completed,"690,000","690,000",OOH,Stroeer,,CPM,8,"86,250,000", - , - , - , - , - , - , - , - ,"17,250,000",0,5, - ,"4,046,645",5.86
DE,Adidas,Brand Offline,adi_042025_010,Spring Brand Spot,Brand_Film_General,Brand,consideration,4,2025-04-05,2025-04-29,completed,"693,581","693,581",VIDEO,RTL,,CPM,25,"27,743,240", - , - , - , - , - , - , - , - ,"5,548,648",360,5, - ,"4,046,645",5.83
DE,Adidas,CRM,adi_042025_002,CRM Spring Activation,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"90,270","90,270",EMAIL,Salesforce,Y,CPC,0.23,"3,924,782","392,478",10, - , - ,"353,230","22,700",6.43,85, - ,0, - , - ,"1,918,150",21.25
DE,Adidas,CRM,adi_042025_002,CRM Spring Activation,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"90,270","90,270",SOCIAL,Instagram,Y,CPC,0.66,"6,838,636","136,772",2, - , - ,"123,095","14,876",12.09,84, - ,0, - , - ,"1,248,096",13.83
DE,Adidas,CRM,adi_042025_002,CRM Spring Activation,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"90,270","90,270",SOCIAL,Facebook,Y,CPC,0.52,"8,679,807","173,596",2, - , - ,"156,236","12,607",8.07,84, - ,0, - , - ,"1,061,509",11.76
DE,Adidas,Digital Brand,adi_042025_008,Running Social Video,Adizero SL,Running,awareness,4,2025-04-01,2025-04-30,completed,"327,240","327,240",SOCIAL,Instagram,,CPC,0.7,"46,748,571","467,485",1,"23,374,285",50,"373,988","5,827",1.56,84, - ,0, - , - ,"489,468",1.5
DE,Adidas,Digital Brand,CMP_042025_014,Terrex Outdoor Video,Multi_Products,Multi_Products,awareness,4,2025-04-01,2025-04-30,completed,"245,430","245,430",SOCIAL,Instagram,,CPC,0.75,"32,724,000","327,240",1,"16,362,000",50,"261,792","4,383",1.67,84, - ,0, - , - ,"368,628",1.5
DE,Adidas,Digital Brand,adi_042025_009,Spring Brand Film,Brand_Film_General,Brand,awareness,4,2025-04-01,2025-04-30,completed,"245,430","245,430",SOCIAL,Instagram,,CPC,0.78,"31,465,384","314,653",1,"15,732,692",50,"251,722","4,388",1.74,84, - ,0, - , - ,"368,592",1.5
DE,Adidas,Digital Brand,adi_042025_008,Running Social Video,Adizero SL,Running,awareness,4,2025-04-01,2025-04-30,completed,"327,240","327,240",VIDEO,YouTube,,CPC,0.45,"72,720,000","727,200",1,"36,360,000",50,"581,760","5,827",1,84, - ,0, - , - ,"489,468",1.5
DE,Adidas,Digital Brand,adi_042025_008,Running Social Video,Adizero SL,Running,awareness,4,2025-04-01,2025-04-30,completed,"327,240","327,240",VIDEO,TikTok,,CPC,0.4,"81,810,000","818,100",1,"40,905,000",50,"736,290","5,827",0.79,84, - ,0, - , - ,"489,468",1.5
DE,Adidas,Digital Brand,CMP_042025_014,Terrex Outdoor Video,Multi_Products,Multi_Products,awareness,4,2025-04-01,2025-04-30,completed,"245,430","245,430",VIDEO,YouTube,,CPC,0.5,"49,086,000","490,860",1,"24,543,000",50,"392,688","4,383",1.12,84, - ,0, - , - ,"368,610",1.5
DE,Adidas,Digital Brand,CMP_042025_014,Terrex Outdoor Video,Multi_Products,Multi_Products,awareness,4,2025-04-01,2025-04-30,completed,"245,430","245,430",VIDEO,TikTok,,CPC,0.42,"58,435,714","584,357",1,"29,217,857",50,"525,921","4,388",0.83,84, - ,0, - , - ,"368,592",1.5
DE,Adidas,Digital Brand,adi_042025_009,Spring Brand Film,Brand_Film_General,Brand,awareness,4,2025-04-01,2025-04-30,completed,"245,430","245,430",VIDEO,YouTube,,CPC,0.55,"44,623,636","446,236",1,"22,311,818",50,"356,988","4,383",1.23,84, - ,0, - , - ,"368,610",1.5
DE,Adidas,Digital Brand,adi_042025_009,Spring Brand Film,Brand_Film_General,Brand,awareness,4,2025-04-01,2025-04-30,completed,"245,430","245,430",VIDEO,TikTok,,CPC,0.43,"57,076,744","570,767",1,"28,538,372",50,"513,690","4,383",0.85,84, - ,0, - , - ,"368,610",1.5
