employee_id,skill_id,proficiency_level,years_of_experience
EMP0023,SKILL023,Expert,8.9
EMP0023,SKILL045,Advanced,2.0
EMP0023,SKILL020,Advanced,5.0
EMP0023,SKILL038,Expert,8.5
EMP0023,SKILL028,Expert,8.6
EMP0023,SKILL032,Expert,9.2
EMP0024,SKILL033,Intermediate,1.3
EMP0024,SKILL020,Expert,6.7
EMP0024,SKILL032,Advanced,4.7
EMP0024,SKILL034,Advanced,5.4
EMP0024,SKILL024,Expert,5.9
EMP0024,SKILL027,Intermediate,2.6
EMP0024,SKILL023,Advanced,9.6
EMP0024,SKILL029,Expert,4.4
EMP0024,SKILL031,Advanced,1.8
EMP0024,SKILL045,Expert,7.8
EMP0025,SKILL032,Advanced,4.9
EMP0025,SKILL018,Advanced,8.1
EMP0025,SKILL024,Expert,3.3
EMP0025,SKILL039,Expert,6.5
EMP0025,SKILL028,Expert,4.0
EMP0025,SKILL045,Expert,8.1
EMP0025,SKILL020,Intermediate,5.8
EMP0025,SKILL038,Expert,4.8
EMP0026,SKILL004,Beginner,1.8
EMP0026,SKILL010,Intermediate,2.7
EMP0026,SKILL026,Intermediate,3.2
EMP0026,SKILL008,Intermediate,0.5
EMP0026,SKILL025,Intermediate,1.0
EMP0026,SKILL043,Advanced,1.5
EMP0026,SKILL007,Intermediate,1.8
EMP0026,SKILL003,Advanced,4.0
EMP0026,SKILL001,Advanced,1.7
EMP0026,SKILL011,Expert,4.2
EMP0027,SKILL034,Advanced,3.7
EMP0027,SKILL020,Expert,7.4
EMP0027,SKILL031,Advanced,3.2
EMP0027,SKILL035,Expert,5.5
EMP0027,SKILL024,Advanced,8.3
EMP0027,SKILL050,Advanced,3.8
EMP0027,SKILL033,Advanced,4.1
EMP0027,SKILL045,Expert,5.2
EMP0028,SKILL025,Advanced,4.8
EMP0028,SKILL004,Advanced,4.4
EMP0028,SKILL026,Advanced,4.6
EMP0028,SKILL001,Intermediate,1.3
EMP0028,SKILL008,Advanced,1.4
EMP0028,SKILL045,Advanced,4.3
EMP0028,SKILL010,Intermediate,1.0
EMP0029,SKILL012,Advanced,6.1
EMP0029,SKILL045,Expert,6.5
EMP0029,SKILL043,Expert,7.0
EMP0029,SKILL025,Expert,7.5
EMP0029,SKILL027,Expert,7.9
EMP0029,SKILL046,Expert,7.0
EMP0029,SKILL021,Advanced,9.3
EMP0029,SKILL026,Advanced,4.8
EMP0029,SKILL017,Advanced,9.1
EMP0029,SKILL023,Expert,6.0
EMP0030,SKILL010,Advanced,3.4
EMP0030,SKILL014,Advanced,3.2
EMP0030,SKILL043,Intermediate,3.4
EMP0030,SKILL004,Intermediate,0.7
EMP0030,SKILL015,Expert,3.9
EMP0031,SKILL020,Beginner,2.3
EMP0031,SKILL045,Intermediate,2.2
EMP0031,SKILL033,Intermediate,2.0
EMP0031,SKILL027,Intermediate,1.3
EMP0031,SKILL032,Intermediate,1.3
EMP0031,SKILL024,Intermediate,1.7
EMP0031,SKILL035,Advanced,3.0
EMP0031,SKILL034,Intermediate,2.7
EMP0031,SKILL023,Intermediate,2.3
EMP0032,SKILL001,Intermediate,1.2
EMP0032,SKILL008,Advanced,7.4
EMP0032,SKILL043,Advanced,7.7
EMP0032,SKILL026,Advanced,3.0
EMP0032,SKILL021,Intermediate,2.3
EMP0032,SKILL003,Intermediate,2.1
EMP0032,SKILL011,Intermediate,2.8
EMP0032,SKILL025,Expert,4.8
EMP0032,SKILL006,Intermediate,2.3
EMP0033,SKILL015,Intermediate,2.9
EMP0033,SKILL004,Intermediate,0.7
EMP0033,SKILL007,Advanced,3.1
EMP0033,SKILL043,Beginner,0.9
EMP0033,SKILL021,Beginner,1.8
EMP0033,SKILL026,Intermediate,5.7
EMP0033,SKILL010,Expert,7.3
EMP0033,SKILL016,Expert,6.0
EMP0033,SKILL003,Expert,6.0
EMP0033,SKILL013,Expert,7.4
EMP0034,SKILL010,Advanced,3.0
EMP0034,SKILL015,Advanced,4.1
EMP0034,SKILL021,Beginner,0.9
EMP0034,SKILL026,Expert,7.1
EMP0034,SKILL013,Beginner,1.6
EMP0034,SKILL043,Intermediate,2.7
EMP0034,SKILL001,Intermediate,3.2
EMP0034,SKILL025,Advanced,5.8
EMP0034,SKILL044,Intermediate,1.4
EMP0034,SKILL047,Intermediate,1.8
EMP0034,SKILL003,Expert,6.5
EMP0035,SKILL027,Expert,8.1
EMP0035,SKILL017,Advanced,7.6
EMP0035,SKILL009,Advanced,6.6
EMP0035,SKILL011,Intermediate,2.5
EMP0035,SKILL001,Intermediate,2.7
EMP0036,SKILL027,Intermediate,1.1
EMP0036,SKILL035,Advanced,6.1
EMP0036,SKILL029,Beginner,2.8
EMP0036,SKILL032,Advanced,5.0
EMP0036,SKILL023,Advanced,7.2
EMP0037,SKILL045,Beginner,2.3
EMP0037,SKILL035,Intermediate,2.7
EMP0037,SKILL029,Intermediate,1.0
EMP0037,SKILL031,Beginner,0.6
EMP0037,SKILL034,Intermediate,1.8
EMP0038,SKILL025,Advanced,7.4
EMP0038,SKILL001,Expert,7.4
EMP0038,SKILL007,Intermediate,1.3
EMP0038,SKILL032,Advanced,2.5
EMP0038,SKILL013,Advanced,3.8
EMP0038,SKILL021,Intermediate,2.2
EMP0038,SKILL010,Advanced,5.3
EMP0038,SKILL026,Advanced,3.6
EMP0038,SKILL045,Intermediate,1.4
EMP0038,SKILL016,Advanced,8.5
EMP0038,SKILL027,Expert,4.4
EMP0039,SKILL032,Intermediate,1.7
EMP0039,SKILL031,Intermediate,2.0
EMP0039,SKILL035,Intermediate,4.8
EMP0039,SKILL023,Advanced,2.1
EMP0039,SKILL034,Beginner,0.7
EMP0039,SKILL020,Advanced,5.7
EMP0039,SKILL033,Beginner,2.9
EMP0040,SKILL043,Advanced,3.0
EMP0040,SKILL003,Intermediate,1.1
EMP0040,SKILL025,Advanced,4.1
EMP0040,SKILL009,Beginner,0.6
EMP0040,SKILL021,Intermediate,1.7
EMP0040,SKILL026,Beginner,1.8
EMP0040,SKILL006,Advanced,1.1
EMP0040,SKILL015,Advanced,3.2
EMP0040,SKILL045,Intermediate,2.0
EMP0040,SKILL001,Intermediate,3.1
EMP0041,SKILL018,Advanced,4.4
EMP0041,SKILL028,Expert,3.6
EMP0041,SKILL039,Beginner,0.8
EMP0041,SKILL032,Advanced,3.2
EMP0041,SKILL020,Advanced,1.6
EMP0041,SKILL045,Advanced,4.1
EMP0041,SKILL024,Beginner,2.6
EMP0041,SKILL023,Advanced,4.2
EMP0041,SKILL029,Beginner,0.9
EMP0042,SKILL014,Expert,4.7
EMP0042,SKILL011,Advanced,1.3
EMP0042,SKILL007,Advanced,3.8
EMP0042,SKILL015,Advanced,3.3
EMP0042,SKILL045,Intermediate,2.3
EMP0042,SKILL008,Intermediate,2.9
EMP0043,SKILL033,Expert,6.8
EMP0043,SKILL035,Intermediate,2.5
EMP0043,SKILL032,Expert,10.0
EMP0043,SKILL023,Advanced,5.7
EMP0043,SKILL027,Advanced,4.8
EMP0043,SKILL029,Intermediate,1.9
EMP0044,SKILL032,Intermediate,1.9
EMP0044,SKILL045,Beginner,2.3
EMP0044,SKILL024,Intermediate,1.5
EMP0044,SKILL048,Intermediate,1.5
EMP0044,SKILL038,Intermediate,1.5
EMP0044,SKILL023,Intermediate,1.0
EMP0044,SKILL018,Beginner,1.1
EMP0045,SKILL045,Beginner,0.9
EMP0045,SKILL028,Advanced,4.9
EMP0045,SKILL024,Advanced,5.5
EMP0045,SKILL029,Intermediate,2.3
EMP0045,SKILL039,Advanced,3.2
EMP0045,SKILL018,Advanced,4.8
EMP0046,SKILL045,Advanced,5.1
EMP0046,SKILL033,Intermediate,3.2
EMP0046,SKILL031,Advanced,2.4
EMP0046,SKILL032,Advanced,3.7
EMP0046,SKILL034,Expert,6.5
EMP0047,SKILL017,Intermediate,1.0
EMP0047,SKILL023,Expert,5.6
EMP0047,SKILL004,Intermediate,4.7
EMP0047,SKILL025,Beginner,0.9
EMP0047,SKILL012,Intermediate,1.1
EMP0047,SKILL026,Beginner,0.7
EMP0047,SKILL044,Expert,3.3
EMP0047,SKILL010,Advanced,3.2
EMP0047,SKILL015,Advanced,3.7
EMP0047,SKILL027,Expert,4.2
EMP0047,SKILL032,Advanced,4.5
EMP0047,SKILL021,Intermediate,2.2
EMP0048,SKILL039,Expert,7.8
EMP0048,SKILL028,Advanced,4.6
EMP0048,SKILL029,Advanced,3.5
EMP0048,SKILL038,Expert,6.3
EMP0048,SKILL045,Beginner,2.7
EMP0048,SKILL020,Intermediate,2.1
EMP0048,SKILL024,Advanced,6.1
EMP0049,SKILL043,Intermediate,5.5
EMP0049,SKILL001,Advanced,4.8
EMP0049,SKILL025,Beginner,0.6
EMP0049,SKILL017,Beginner,1.7
EMP0049,SKILL011,Expert,6.2
EMP0049,SKILL007,Advanced,5.2
EMP0049,SKILL048,Advanced,6.4
EMP0049,SKILL002,Expert,6.1
EMP0049,SKILL045,Advanced,4.0
EMP0049,SKILL012,Advanced,3.4
EMP0050,SKILL048,Advanced,5.3
EMP0050,SKILL035,Advanced,3.0
EMP0050,SKILL020,Advanced,7.0
EMP0050,SKILL034,Expert,6.1
EMP0050,SKILL045,Expert,6.1
EMP0050,SKILL029,Expert,4.1
EMP0050,SKILL033,Beginner,1.8
EMP0051,SKILL004,Intermediate,2.1
EMP0051,SKILL014,Advanced,1.3
EMP0051,SKILL043,Beginner,2.3
EMP0051,SKILL003,Intermediate,1.7
EMP0051,SKILL025,Advanced,3.2
EMP0051,SKILL045,Advanced,4.0
EMP0051,SKILL021,Intermediate,1.9
EMP0051,SKILL010,Expert,4.2
EMP0051,SKILL026,Intermediate,1.9
EMP0051,SKILL001,Advanced,3.6
EMP0051,SKILL011,Advanced,4.0
EMP0051,SKILL027,Intermediate,4.1
EMP0052,SKILL010,Intermediate,1.1
EMP0052,SKILL013,Advanced,3.6
EMP0052,SKILL044,Advanced,3.1
EMP0052,SKILL004,Intermediate,1.1
EMP0052,SKILL043,Beginner,0.7
EMP0052,SKILL003,Advanced,1.9
EMP0052,SKILL007,Advanced,3.5
EMP0052,SKILL001,Intermediate,1.9
EMP0053,SKILL013,Beginner,1.1
EMP0053,SKILL044,Advanced,5.7
EMP0053,SKILL015,Intermediate,3.0
EMP0053,SKILL043,Expert,3.8
EMP0053,SKILL010,Intermediate,2.1
EMP0053,SKILL003,Expert,6.1
EMP0054,SKILL033,Advanced,6.2
EMP0054,SKILL020,Advanced,3.1
EMP0054,SKILL035,Beginner,0.8
EMP0054,SKILL034,Expert,6.7
EMP0054,SKILL024,Expert,5.0
EMP0054,SKILL046,Advanced,3.3
EMP0054,SKILL031,Advanced,3.1
EMP0054,SKILL029,Advanced,3.1
EMP0054,SKILL045,Expert,5.3
EMP0055,SKILL024,Advanced,3.8
EMP0055,SKILL047,Advanced,6.4
EMP0055,SKILL033,Intermediate,2.4
EMP0055,SKILL035,Expert,9.6
EMP0055,SKILL045,Advanced,9.3
EMP0056,SKILL018,Intermediate,1.9
EMP0056,SKILL024,Intermediate,3.6
EMP0056,SKILL038,Expert,3.6
EMP0056,SKILL023,Intermediate,2.6
EMP0056,SKILL027,Intermediate,2.4
EMP0056,SKILL045,Beginner,0.7
EMP0056,SKILL020,Advanced,3.7
EMP0057,SKILL039,Intermediate,2.1
EMP0057,SKILL028,Expert,6.1
EMP0057,SKILL045,Expert,9.2
EMP0057,SKILL024,Expert,8.7
EMP0057,SKILL038,Advanced,8.4
EMP0058,SKILL032,Advanced,4.6
EMP0058,SKILL029,Intermediate,5.7
EMP0058,SKILL020,Advanced,5.9
EMP0058,SKILL039,Advanced,5.7
EMP0058,SKILL023,Expert,6.5
EMP0058,SKILL038,Intermediate,1.4
EMP0058,SKILL024,Expert,6.7
EMP0058,SKILL018,Expert,8.1
EMP0058,SKILL027,Advanced,9.2
EMP0058,SKILL028,Advanced,4.8
EMP0058,SKILL048,Advanced,8.9
EMP0059,SKILL011,Advanced,5.9
EMP0059,SKILL016,Intermediate,1.3
EMP0059,SKILL007,Intermediate,1.7
EMP0059,SKILL026,Advanced,8.2
EMP0059,SKILL010,Expert,9.1
EMP0059,SKILL014,Beginner,2.9
EMP0060,SKILL021,Expert,4.7
EMP0060,SKILL016,Beginner,0.8
EMP0060,SKILL002,Intermediate,1.3
EMP0060,SKILL006,Intermediate,0.9
EMP0060,SKILL008,Advanced,3.7
EMP0061,SKILL034,Advanced,4.7
EMP0061,SKILL035,Intermediate,2.3
EMP0061,SKILL033,Advanced,4.2
EMP0061,SKILL024,Intermediate,1.0
EMP0061,SKILL031,Intermediate,3.1
EMP0061,SKILL029,Intermediate,0.6
EMP0061,SKILL045,Advanced,3.5
EMP0062,SKILL024,Advanced,6.2
EMP0062,SKILL023,Expert,7.3
EMP0062,SKILL038,Expert,7.0
EMP0062,SKILL029,Expert,6.4
EMP0062,SKILL018,Advanced,4.0
EMP0062,SKILL020,Advanced,4.1
EMP0062,SKILL028,Beginner,0.5
EMP0063,SKILL045,Intermediate,0.9
EMP0063,SKILL033,Beginner,0.6
EMP0063,SKILL031,Advanced,3.6
EMP0063,SKILL020,Intermediate,2.2
EMP0063,SKILL034,Beginner,0.7
EMP0063,SKILL029,Intermediate,0.8
EMP0064,SKILL013,Advanced,4.3
EMP0064,SKILL002,Advanced,3.6
EMP0064,SKILL004,Expert,9.5
EMP0064,SKILL047,Beginner,1.5
EMP0064,SKILL021,Intermediate,4.6
EMP0064,SKILL016,Advanced,7.7
EMP0064,SKILL043,Advanced,4.0
EMP0064,SKILL011,Expert,7.2
EMP0064,SKILL010,Expert,7.0
EMP0065,SKILL043,Advanced,2.3
EMP0065,SKILL010,Advanced,3.0
EMP0065,SKILL004,Expert,4.7
EMP0065,SKILL045,Advanced,4.3
EMP0065,SKILL021,Advanced,3.7
EMP0065,SKILL016,Advanced,4.6
EMP0065,SKILL015,Advanced,1.9
EMP0065,SKILL013,Intermediate,1.2
EMP0065,SKILL001,Advanced,4.7
EMP0065,SKILL046,Advanced,3.8
EMP0066,SKILL028,Advanced,4.8
EMP0066,SKILL020,Expert,6.0
EMP0066,SKILL024,Intermediate,3.8
EMP0066,SKILL029,Advanced,5.9
EMP0066,SKILL038,Expert,5.2
EMP0066,SKILL018,Beginner,1.3
EMP0066,SKILL050,Advanced,3.3
EMP0066,SKILL045,Advanced,4.6
EMP0066,SKILL039,Intermediate,2.0
EMP0067,SKILL006,Advanced,2.8
EMP0067,SKILL045,Intermediate,2.4
EMP0067,SKILL017,Intermediate,1.3
EMP0067,SKILL008,Intermediate,2.9
EMP0067,SKILL021,Beginner,1.9
EMP0067,SKILL026,Advanced,2.0
EMP0068,SKILL033,Beginner,0.7
EMP0068,SKILL020,Advanced,2.0
EMP0068,SKILL024,Intermediate,2.9
EMP0068,SKILL031,Beginner,1.0
EMP0068,SKILL050,Intermediate,2.2
EMP0068,SKILL034,Advanced,3.7
EMP0069,SKILL021,Advanced,4.1
EMP0069,SKILL002,Advanced,1.5
EMP0069,SKILL027,Intermediate,5.2
EMP0069,SKILL045,Intermediate,1.7
EMP0069,SKILL009,Intermediate,1.7
EMP0069,SKILL001,Beginner,0.6
EMP0069,SKILL008,Intermediate,2.2
EMP0069,SKILL043,Advanced,3.2
EMP0069,SKILL016,Beginner,1.2
EMP0069,SKILL023,Advanced,4.2
EMP0069,SKILL004,Advanced,4.7
EMP0070,SKILL001,Beginner,0.6
EMP0070,SKILL021,Beginner,2.9
EMP0070,SKILL044,Intermediate,2.5
EMP0070,SKILL006,Intermediate,2.0
EMP0070,SKILL045,Advanced,3.1
EMP0070,SKILL025,Advanced,2.1
EMP0070,SKILL026,Intermediate,0.8
EMP0070,SKILL003,Beginner,1.6
EMP0071,SKILL007,Beginner,2.1
EMP0071,SKILL045,Beginner,0.7
EMP0071,SKILL025,Intermediate,2.3
EMP0071,SKILL023,Intermediate,2.6
EMP0071,SKILL027,Beginner,0.7
EMP0071,SKILL017,Intermediate,2.0
EMP0071,SKILL015,Beginner,2.0
EMP0071,SKILL004,Intermediate,2.9
EMP0071,SKILL013,Advanced,1.4
EMP0071,SKILL009,Intermediate,3.1
EMP0072,SKILL011,Intermediate,1.4
EMP0072,SKILL043,Expert,9.9
EMP0072,SKILL012,Beginner,0.9
EMP0072,SKILL013,Expert,6.3
EMP0072,SKILL021,Advanced,3.7
EMP0072,SKILL025,Expert,9.6
EMP0072,SKILL003,Advanced,4.9
EMP0073,SKILL039,Advanced,1.8
EMP0073,SKILL029,Intermediate,2.1
EMP0073,SKILL018,Beginner,0.7
EMP0073,SKILL020,Intermediate,2.3
EMP0073,SKILL049,Beginner,2.4
EMP0073,SKILL045,Intermediate,1.4
EMP0073,SKILL024,Beginner,1.6
EMP0074,SKILL013,Expert,8.1
EMP0074,SKILL045,Advanced,3.5
EMP0074,SKILL015,Intermediate,2.7
EMP0074,SKILL044,Advanced,8.3
EMP0074,SKILL026,Advanced,8.5
EMP0074,SKILL001,Advanced,3.4
EMP0074,SKILL002,Advanced,5.8
EMP0074,SKILL025,Intermediate,0.8
EMP0074,SKILL021,Expert,8.2
EMP0074,SKILL011,Advanced,1.1
EMP0075,SKILL001,Advanced,6.4
EMP0075,SKILL045,Beginner,1.9
EMP0075,SKILL002,Advanced,7.0
EMP0075,SKILL003,Expert,6.9
EMP0075,SKILL011,Advanced,6.7
EMP0075,SKILL014,Advanced,4.4
EMP0075,SKILL015,Expert,8.5
EMP0075,SKILL043,Intermediate,2.1
EMP0076,SKILL039,Beginner,0.5
EMP0076,SKILL045,Advanced,4.2
EMP0076,SKILL018,Beginner,2.2
EMP0076,SKILL020,Advanced,3.6
EMP0076,SKILL028,Advanced,3.7
EMP0076,SKILL024,Advanced,4.2
EMP0077,SKILL032,Intermediate,1.2
EMP0077,SKILL047,Intermediate,2.3
EMP0077,SKILL045,Advanced,2.2
EMP0077,SKILL020,Advanced,3.9
EMP0077,SKILL028,Intermediate,3.3
EMP0077,SKILL023,Advanced,2.1
EMP0077,SKILL039,Advanced,3.4
EMP0078,SKILL024,Advanced,4.2
EMP0078,SKILL029,Advanced,3.0
EMP0078,SKILL033,Advanced,1.7
EMP0078,SKILL035,Beginner,1.8
EMP0078,SKILL020,Intermediate,1.5
EMP0078,SKILL031,Advanced,3.6
EMP0078,SKILL045,Beginner,1.9
EMP0079,SKILL024,Intermediate,2.8
EMP0079,SKILL045,Beginner,0.8
EMP0079,SKILL020,Advanced,2.0
EMP0079,SKILL027,Intermediate,2.5
EMP0079,SKILL035,Intermediate,2.8
EMP0079,SKILL032,Intermediate,2.5
EMP0079,SKILL029,Intermediate,1.7
EMP0079,SKILL031,Intermediate,1.5
EMP0079,SKILL034,Intermediate,2.6
EMP0079,SKILL033,Beginner,2.9
EMP0079,SKILL023,Beginner,1.6
EMP0080,SKILL020,Advanced,8.2
EMP0080,SKILL024,Intermediate,1.7
EMP0080,SKILL045,Intermediate,1.3
EMP0080,SKILL031,Advanced,8.7
EMP0080,SKILL029,Beginner,2.3
EMP0080,SKILL033,Expert,4.4
EMP0080,SKILL035,Intermediate,1.7
EMP0080,SKILL034,Intermediate,2.5
EMP0081,SKILL020,Intermediate,2.3
EMP0081,SKILL033,Advanced,9.5
EMP0081,SKILL045,Advanced,4.6
EMP0081,SKILL034,Advanced,9.0
EMP0081,SKILL031,Beginner,1.9
EMP0082,SKILL031,Intermediate,4.9
EMP0082,SKILL024,Expert,6.0
EMP0082,SKILL029,Beginner,1.0
EMP0082,SKILL020,Advanced,6.3
EMP0082,SKILL048,Intermediate,3.1
EMP0082,SKILL033,Intermediate,4.9
EMP0082,SKILL045,Advanced,7.0
EMP0082,SKILL034,Beginner,2.9
EMP0082,SKILL035,Expert,6.2
EMP0083,SKILL038,Advanced,4.9
EMP0083,SKILL020,Advanced,5.7
EMP0083,SKILL018,Intermediate,4.3
EMP0083,SKILL045,Intermediate,2.3
EMP0083,SKILL048,Advanced,6.6
EMP0084,SKILL006,Advanced,1.3
EMP0084,SKILL025,Intermediate,0.9
EMP0084,SKILL003,Beginner,0.9
EMP0084,SKILL010,Beginner,0.9
EMP0084,SKILL016,Advanced,1.3
EMP0084,SKILL021,Expert,3.0
EMP0084,SKILL011,Advanced,3.6
EMP0085,SKILL012,Advanced,3.0
